Date,Temperature_High,Temperature_Low,Precipitation,Wind_Speed,Visibility,Weather_Condition
2018-09-22,57.5,40.8,0.0,13.8,10.0,Clear
2018-09-23,58.3,38.0,0.0,0.7,9.6,Clear
2018-09-24,66.9,49.5,0.0,6.1,10.0,Clear
2018-09-25,73.1,63.0,0.0,12.3,10.0,Clear
2018-09-26,66.4,46.8,0.0,6.6,10.0,Clear
2018-09-27,60.4,44.9,0.0,1.9,10.0,Clear
2018-09-28,41.8,29.7,0.0,9.1,9.9,Clear
2018-09-29,59.6,37.9,0.0,0.5,10.0,Clear
2018-09-30,28.2,13.2,0.0,12.4,9.8,Clear
2018-10-01,76.3,63.0,0.12,4.2,9.5,Clear
2018-10-02,52.3,36.4,0.0,6.5,10.0,Clear
2018-10-03,52.6,24.5,0.0,3.0,9.9,Clear
2018-10-04,65.0,49.4,0.0,8.0,9.7,Clear
2018-10-05,64.3,55.9,0.0,7.1,9.9,Clear
2018-10-06,49.7,38.2,0.0,8.1,9.6,Clear
2018-10-07,51.7,32.4,0.0,0.6,9.8,Clear
2018-10-08,48.7,37.0,0.0,1.1,9.9,Clear
2018-10-09,56.3,44.4,0.0,7.2,9.7,Clear
2018-10-10,62.5,42.7,0.02,7.1,9.1,Clear
2018-10-11,70.2,53.9,0.15,22.4,8.9,Windy
2018-10-12,56.2,38.1,0.0,11.3,9.7,Clear
2018-10-13,39.6,26.8,0.0,5.6,9.5,Clear
2018-10-14,53.1,30.9,0.0,9.6,10.0,Clear
2018-10-15,56.7,32.6,0.0,7.0,9.9,Clear
2018-10-16,39.2,27.6,0.0,8.4,10.0,Clear
2018-10-17,55.3,44.9,0.0,22.5,9.7,Windy
2018-10-18,55.1,45.6,0.28,2.1,9.3,Clear
2018-10-19,56.5,46.5,0.0,13.7,9.8,Clear
2018-10-20,50.5,32.4,0.0,3.6,10.0,Clear
2018-10-21,58.9,45.5,0.0,11.9,9.8,Clear
2018-10-22,50.9,37.4,0.0,13.5,9.7,Clear
2018-10-23,40.7,28.1,0.0,13.2,10.0,Clear
2018-10-24,50.8,32.7,0.0,7.7,10.0,Clear
2018-10-25,37.7,16.7,0.0,5.0,9.8,Clear
2018-10-26,48.6,26.9,0.0,17.3,9.6,Clear
2018-10-27,62.2,39.0,0.0,25.6,9.9,Windy
2018-10-28,33.4,10.7,0.09,10.9,7.1,Clear
2018-10-29,20.1,2.0,0.0,15.5,9.9,Clear
2018-10-30,52.6,31.8,0.0,28.5,9.8,Windy
2018-10-31,40.4,29.1,0.0,5.6,10.0,Clear
2018-11-01,36.0,11.9,0.0,6.4,9.7,Clear
2018-11-02,43.0,20.2,0.0,15.2,9.4,Clear
2018-11-03,29.4,-0.9,0.0,10.0,9.5,Clear
2018-11-04,27.3,3.5,0.0,23.2,10.0,Windy
2018-11-05,30.4,16.1,0.0,3.0,9.6,Clear
2018-11-06,44.3,26.2,0.16,10.3,8.7,Clear
2018-11-07,38.5,24.4,0.37,5.6,8.3,Clear
2018-11-08,30.8,16.6,0.03,1.4,9.9,Clear
2018-11-09,34.8,28.3,0.0,5.7,9.9,Clear
2018-11-10,31.9,18.6,0.04,5.7,9.1,Clear
2018-11-11,38.2,25.3,0.0,3.7,10.0,Clear
2018-11-12,16.9,2.7,0.0,6.2,9.9,Clear
2018-11-13,38.8,22.1,0.07,3.4,9.6,Clear
2018-11-14,44.7,32.4,0.05,25.4,9.3,Windy
2018-11-15,32.0,14.6,0.08,10.9,7.6,Clear
2018-11-16,32.1,12.9,0.07,8.0,9.0,Clear
2018-11-17,51.7,31.9,0.0,6.2,9.9,Clear
2018-11-18,29.5,12.7,0.3,10.1,9.1,Clear
2018-11-19,21.6,12.7,0.0,13.4,9.8,Clear
2018-11-20,36.0,26.5,0.03,5.0,9.8,Clear
2018-11-21,28.2,18.7,0.16,9.8,9.6,Clear
2018-11-22,45.2,29.2,0.0,12.2,10.0,Clear
2018-11-23,23.3,10.1,0.0,12.3,9.2,Clear
2018-11-24,46.4,28.0,0.06,4.5,8.6,Clear
2018-11-25,30.1,18.3,0.0,4.4,9.9,Clear
2018-11-26,26.4,9.1,0.0,2.2,9.9,Clear
2018-11-27,28.4,11.5,0.02,9.3,8.7,Clear
2018-11-28,10.8,-6.8,0.0,18.7,10.0,Clear
2018-11-29,29.7,22.5,0.13,6.5,9.3,Clear
2018-11-30,23.6,11.3,0.16,21.4,8.9,Windy
2018-12-01,25.4,6.6,0.0,3.0,9.9,Clear
2018-12-02,32.4,10.9,0.0,4.6,9.3,Clear
2018-12-03,19.2,1.7,0.09,9.7,9.6,Clear
2018-12-04,34.4,16.7,0.03,16.5,7.6,Clear
2018-12-05,41.3,31.8,0.06,2.5,9.7,Clear
2018-12-06,26.2,16.9,0.0,10.6,9.3,Clear
2018-12-07,19.2,3.8,0.06,14.9,8.7,Clear
2018-12-08,38.8,20.9,0.0,13.7,9.5,Clear
2018-12-09,13.4,6.2,0.0,18.0,10.0,Clear
2018-12-10,19.4,7.0,0.18,3.2,9.0,Clear
2018-12-11,12.1,-4.2,0.0,14.5,10.0,Clear
2018-12-12,14.0,-1.6,0.0,3.4,9.7,Clear
2018-12-13,35.6,19.6,0.0,27.7,9.9,Windy
2018-12-14,38.2,20.9,0.09,12.0,9.8,Clear
2018-12-15,31.6,20.0,0.0,8.8,10.0,Clear
2018-12-16,27.9,11.7,0.28,2.6,7.4,Clear
2018-12-17,11.0,0.3,0.01,5.9,9.5,Clear
2018-12-18,48.9,31.5,0.17,1.8,9.3,Clear
2018-12-19,17.1,9.1,0.0,3.1,9.9,Clear
2018-12-20,23.6,2.5,0.05,7.9,9.0,Clear
2018-12-21,22.1,18.3,0.27,10.7,9.1,Clear
2018-12-22,49.6,40.3,0.0,6.5,9.8,Clear
2018-12-23,26.6,10.8,0.01,12.9,9.9,Clear
2018-12-24,31.6,13.1,0.18,0.9,9.2,Clear
2018-12-25,16.4,5.0,0.04,25.3,9.9,Windy
2018-12-26,21.6,12.6,0.18,6.0,9.4,Clear
2018-12-27,15.1,-1.5,0.0,10.8,9.5,Clear
2018-12-28,27.7,5.9,0.14,21.4,9.2,Windy
2018-12-29,46.6,34.2,0.0,9.9,9.6,Clear
2018-12-30,28.0,22.8,0.0,3.0,9.6,Clear
2018-12-31,54.1,52.4,0.09,7.0,9.8,Clear
2019-01-01,29.8,7.3,0.11,4.6,8.3,Clear
2019-01-02,44.2,31.6,0.46,8.8,8.5,Clear
2019-01-03,27.5,10.3,0.04,2.9,9.7,Clear
2019-01-04,27.7,14.4,0.14,4.0,9.2,Clear
2019-01-05,28.9,19.6,0.0,10.8,8.2,Clear
2019-01-06,27.6,15.1,0.0,7.5,10.0,Clear
2019-01-07,38.9,33.4,0.09,20.1,9.1,Windy
2019-01-08,30.7,15.9,0.0,10.8,9.9,Clear
2019-01-09,31.1,21.2,0.0,15.9,9.8,Clear
2019-01-10,31.0,19.0,0.0,5.1,9.7,Clear
2019-01-11,38.7,33.7,0.0,5.0,10.0,Clear
2019-01-12,3.3,-9.8,0.05,2.6,9.1,Clear
2019-01-13,33.7,21.7,0.03,11.6,9.7,Clear
2019-01-14,28.9,13.1,0.05,3.6,9.8,Clear
2019-01-15,39.1,29.1,0.03,4.4,9.1,Clear
2019-01-16,43.0,25.4,0.02,4.2,9.8,Clear
2019-01-17,46.8,27.3,0.0,26.6,9.9,Windy
2019-01-18,20.6,-3.3,0.04,18.1,8.6,Clear
2019-01-19,36.1,16.4,0.0,12.4,10.0,Clear
2019-01-20,24.7,13.1,0.0,12.7,10.0,Clear
2019-01-21,30.5,17.8,0.0,15.5,9.8,Clear
2019-01-22,42.1,18.2,0.03,4.4,9.8,Clear
2019-01-23,42.3,20.4,0.01,13.7,9.5,Clear
2019-01-24,26.9,5.6,0.26,5.9,9.4,Clear
2019-01-25,15.4,5.8,0.0,27.8,9.9,Windy
2019-01-26,38.2,22.8,0.22,23.8,9.5,Windy
2019-01-27,55.8,39.8,0.25,4.2,9.4,Clear
2019-01-28,26.6,6.4,0.0,12.9,9.8,Clear
2019-01-29,39.9,23.1,0.0,9.3,9.9,Clear
2019-01-30,49.1,26.9,0.0,18.3,9.9,Clear
2019-01-31,25.1,13.9,0.13,10.3,9.7,Clear
2019-02-01,25.0,13.8,0.08,12.9,9.4,Clear
2019-02-02,66.0,43.9,0.03,1.7,9.8,Clear
2019-02-03,38.3,22.0,0.0,19.6,9.9,Clear
2019-02-04,42.4,19.0,0.0,3.6,10.0,Clear
2019-02-05,30.2,13.6,0.0,17.7,9.6,Clear
2019-02-06,50.4,26.6,0.0,8.3,10.0,Clear
2019-02-07,35.6,29.2,0.0,6.2,9.3,Clear
2019-02-08,44.7,30.0,0.0,3.5,10.0,Clear
2019-02-09,52.7,26.3,0.1,28.6,9.6,Windy
2019-02-10,41.1,22.0,0.0,10.0,9.7,Clear
2019-02-11,55.7,47.5,0.02,12.0,8.7,Clear
2019-02-12,60.1,50.3,0.0,19.1,9.7,Clear
2019-02-13,20.0,10.9,0.0,5.4,9.3,Clear
2019-02-14,39.6,27.6,0.07,7.3,9.3,Clear
2019-02-15,31.9,25.3,0.21,1.3,9.3,Clear
2019-02-16,30.3,17.9,0.0,9.5,9.8,Clear
2019-02-17,68.7,56.5,0.0,1.5,9.9,Clear
2019-02-18,34.5,17.0,0.01,4.5,9.5,Clear
2019-02-19,47.3,27.2,0.16,4.1,8.5,Clear
2019-02-20,46.4,39.3,0.02,4.2,9.5,Clear
2019-02-21,51.1,28.7,0.0,8.0,9.6,Clear
2019-02-22,38.2,26.8,0.0,15.6,9.6,Clear
2019-02-23,51.4,49.0,0.0,9.6,9.7,Clear
2019-02-24,52.2,40.2,0.06,15.1,9.6,Clear
2019-02-25,49.3,37.2,0.0,2.5,10.0,Clear
2019-02-26,43.1,26.0,0.0,11.3,9.7,Clear
2019-02-27,61.6,45.5,0.0,11.7,9.4,Clear
2019-02-28,62.9,36.5,0.1,15.5,9.7,Clear
2019-03-01,51.3,39.4,0.0,1.8,10.0,Clear
2019-03-02,51.7,42.8,0.02,7.0,9.9,Clear
2019-03-03,53.7,51.2,0.0,17.5,9.9,Clear
2019-03-04,47.6,24.1,0.0,27.6,9.4,Windy
2019-03-05,72.9,54.9,0.29,5.6,9.3,Clear
2019-03-06,60.5,53.7,0.46,9.1,7.6,Clear
2019-03-07,49.5,39.6,0.0,18.2,9.9,Clear
2019-03-08,67.2,54.0,0.02,7.9,8.4,Clear
2019-03-09,69.1,50.8,0.05,6.4,9.1,Clear
2019-03-10,52.2,34.7,0.0,28.1,10.0,Windy
2019-03-11,45.9,37.4,0.0,8.6,9.9,Clear
2019-03-12,55.9,39.3,0.16,7.9,9.0,Clear
2019-03-13,73.0,66.7,0.0,10.7,9.8,Clear
2019-03-14,59.2,45.5,0.0,3.2,9.9,Clear
2019-03-15,47.3,24.1,0.02,5.1,9.6,Clear
2019-03-16,45.7,39.8,0.0,3.2,10.0,Clear
2019-03-17,83.6,75.4,0.0,13.5,9.9,Clear
2019-03-18,50.3,33.7,0.12,21.6,9.0,Windy
2019-03-19,65.8,43.5,0.0,6.0,9.8,Clear
2019-03-20,53.4,47.6,0.07,9.1,9.2,Clear
2019-03-21,60.6,47.4,0.0,7.6,9.8,Clear
2019-03-22,47.5,43.5,0.0,18.7,10.0,Clear
2019-03-23,70.4,54.5,0.0,6.6,9.5,Clear
2019-03-24,74.7,66.0,0.02,10.3,9.8,Clear
2019-03-25,83.3,61.7,0.0,4.5,10.0,Clear
2019-03-26,64.6,57.0,0.05,9.0,9.9,Clear
2019-03-27,76.5,55.5,0.0,33.8,9.8,Windy
2019-03-28,48.8,38.7,0.0,16.7,9.9,Clear
2019-03-29,61.4,44.1,0.01,8.3,9.8,Clear
2019-03-30,76.1,57.2,0.05,14.5,8.0,Clear
2019-03-31,70.7,54.8,0.15,14.3,9.4,Clear
2019-04-01,76.2,59.3,0.0,4.1,10.0,Clear
2019-04-02,46.4,31.1,0.0,19.7,9.9,Clear
2019-04-03,74.3,63.5,0.0,4.9,9.9,Clear
2019-04-04,71.4,55.0,0.0,1.9,9.9,Clear
2019-04-05,56.1,42.6,0.17,5.7,9.5,Clear
2019-04-06,62.5,45.4,0.0,9.3,9.9,Clear
2019-04-07,72.3,56.5,0.04,32.3,8.9,Windy
2019-04-08,81.1,72.4,0.0,14.8,9.8,Clear
2019-04-09,65.4,46.1,0.21,18.2,9.6,Clear
2019-04-10,68.1,44.1,0.0,3.0,9.8,Clear
2019-04-11,66.7,48.7,0.0,4.0,9.9,Clear
2019-04-12,74.9,58.0,0.0,18.9,9.6,Clear
2019-04-13,82.1,70.0,0.0,10.7,10.0,Clear
2019-04-14,72.8,56.8,0.0,3.7,9.9,Clear
2019-04-15,64.1,51.8,0.0,20.5,8.1,Windy
2019-04-16,58.6,50.2,0.0,16.0,9.9,Clear
2019-04-17,71.6,57.2,0.0,1.8,9.7,Clear
2019-04-18,91.4,73.8,0.0,5.6,9.9,Clear
2019-04-19,82.9,72.1,0.0,15.6,9.9,Clear
2019-04-20,58.1,44.2,0.02,13.0,9.8,Clear
2019-04-21,80.0,61.7,0.01,9.3,9.7,Clear
2019-04-22,72.8,57.6,0.0,3.3,9.8,Clear
2019-04-23,70.3,53.6,0.52,19.3,8.7,Rain
2019-04-24,72.1,56.6,0.0,29.7,10.0,Windy
2019-04-25,74.9,52.4,0.0,10.6,9.9,Clear
2019-04-26,77.3,61.2,0.0,8.4,9.8,Clear
2019-04-27,63.6,51.2,0.0,16.6,9.9,Clear
2019-04-28,73.3,62.2,0.02,4.3,9.8,Clear
2019-04-29,60.3,51.5,0.0,8.2,10.0,Clear
2019-04-30,88.2,78.5,0.0,3.2,9.7,Clear
2019-05-01,82.6,72.0,0.01,9.6,8.4,Clear
2019-05-02,92.9,75.0,0.19,5.9,9.3,Clear
2019-05-03,78.6,62.5,0.0,4.0,9.8,Clear
2019-05-04,66.0,48.5,0.04,3.9,9.1,Clear
2019-05-05,88.9,67.4,0.08,7.0,9.8,Clear
2019-05-06,73.9,59.6,0.02,11.3,8.5,Clear
2019-05-07,85.7,73.5,0.4,20.0,8.7,Windy
2019-05-08,76.4,63.3,0.0,6.4,9.6,Clear
2019-05-09,94.2,76.8,0.04,17.0,9.8,Clear
2019-05-10,68.5,47.3,0.0,11.0,10.0,Clear
2019-05-11,75.3,65.4,0.0,23.6,9.7,Windy
2019-05-12,91.7,77.4,0.0,2.1,10.0,Clear
2019-05-13,80.4,61.4,0.0,6.2,9.9,Clear
2019-05-14,82.5,71.1,0.04,7.1,8.7,Clear
2019-05-15,84.3,70.4,0.04,10.6,9.5,Clear
2019-05-16,101.2,93.1,0.25,9.4,9.3,Clear
2019-05-17,77.5,56.6,0.0,13.0,10.0,Clear
2019-05-18,100.3,86.5,0.14,1.5,9.5,Clear
2019-05-19,88.5,74.0,0.0,7.3,9.7,Clear
2019-05-20,80.4,60.0,0.0,6.0,9.4,Clear
2019-05-21,96.0,74.1,0.0,13.8,9.9,Clear
2019-05-22,85.0,72.9,0.0,23.7,9.8,Windy
2019-05-23,83.3,65.4,0.0,4.4,9.9,Clear
2019-05-24,85.6,62.3,0.0,7.8,9.5,Clear
2019-05-25,92.5,68.2,0.0,9.9,10.0,Clear
2019-05-26,94.7,85.7,0.0,2.8,9.8,Clear
2019-05-27,89.1,69.7,0.0,14.3,9.9,Clear
2019-05-28,81.9,65.9,0.0,6.3,9.8,Clear
2019-05-29,80.1,68.1,0.0,0.5,9.6,Clear
2019-05-30,89.0,74.7,0.0,6.7,9.8,Clear
2019-05-31,75.4,49.5,0.0,12.6,10.0,Clear
2019-06-01,94.7,89.1,0.0,4.4,9.7,Clear
2019-06-02,107.4,92.2,0.0,14.3,9.7,Clear
2019-06-03,85.0,73.5,0.0,29.3,9.9,Windy
2019-06-04,101.7,85.0,0.0,8.9,9.7,Clear
2019-06-05,76.2,59.3,0.0,20.6,9.8,Windy
2019-06-06,105.5,89.3,0.0,0.8,10.0,Clear
2019-06-07,88.0,77.1,0.0,1.5,9.9,Clear
2019-06-08,84.6,79.9,0.0,8.5,9.9,Clear
2019-06-09,95.4,81.6,0.08,7.7,8.0,Clear
2019-06-10,106.6,79.6,0.0,11.0,9.9,Clear
2019-06-11,84.7,66.6,0.0,23.2,9.8,Windy
2019-06-12,90.0,69.1,0.0,7.0,10.0,Clear
2019-06-13,111.5,103.6,0.0,2.6,9.9,Clear
2019-06-14,78.6,62.5,0.0,6.4,9.6,Clear
2019-06-15,105.9,86.9,0.0,4.5,9.7,Clear
2019-06-16,111.4,101.2,0.0,2.9,9.9,Clear
2019-06-17,92.0,73.2,0.0,4.3,9.8,Clear
2019-06-18,77.7,67.4,0.33,8.6,8.9,Clear
2019-06-19,92.3,80.0,0.0,3.3,9.7,Clear
2019-06-20,92.1,72.3,0.0,6.9,9.8,Clear
2019-06-21,86.0,74.9,0.0,9.6,9.9,Clear
2019-06-22,93.0,75.1,0.0,4.6,9.8,Clear
2019-06-23,89.0,75.3,0.0,6.1,9.7,Clear
2019-06-24,86.9,63.5,0.0,1.1,9.1,Clear
2019-06-25,98.5,83.1,0.0,7.2,9.7,Clear
2019-06-26,91.5,75.6,0.0,11.3,9.9,Clear
2019-06-27,102.1,92.3,0.0,13.3,9.9,Clear
2019-06-28,97.8,87.7,0.0,3.1,9.7,Clear
2019-06-29,89.0,72.8,0.0,17.2,9.4,Clear
2019-06-30,87.7,76.1,0.0,3.1,9.8,Clear
2019-07-01,105.8,92.6,0.0,7.4,10.0,Clear
2019-07-02,86.2,77.0,0.09,1.5,9.7,Clear
2019-07-03,106.1,86.1,0.0,4.4,10.0,Clear
2019-07-04,105.7,85.4,0.05,19.5,9.6,Clear
2019-07-05,98.0,82.9,0.0,20.3,9.9,Windy
2019-07-06,92.6,89.4,0.0,5.4,10.0,Clear
2019-07-07,88.2,67.5,0.08,16.5,9.0,Clear
2019-07-08,86.4,74.7,0.0,8.9,9.9,Clear
2019-07-09,99.9,85.4,0.0,6.6,9.7,Clear
2019-07-10,85.8,78.5,0.0,7.3,9.4,Clear
2019-07-11,74.8,60.1,0.0,6.3,10.0,Clear
2019-07-12,78.2,58.3,0.0,5.6,9.8,Clear
2019-07-13,91.3,78.4,0.0,7.9,9.7,Clear
2019-07-14,85.9,66.2,0.0,5.5,9.9,Clear
2019-07-15,94.1,78.2,0.0,12.6,10.0,Clear
2019-07-16,70.6,52.6,0.0,9.1,10.0,Clear
2019-07-17,80.6,63.1,0.0,0.2,10.0,Clear
2019-07-18,85.0,67.9,0.0,8.6,9.9,Clear
2019-07-19,92.0,67.7,0.0,5.6,9.9,Clear
2019-07-20,106.0,79.6,0.0,8.3,9.9,Clear
2019-07-21,97.7,73.3,0.0,11.3,9.8,Clear
2019-07-22,98.5,86.5,0.0,1.8,9.7,Clear
2019-07-23,73.6,51.3,0.0,7.8,9.7,Clear
2019-07-24,77.5,66.1,0.0,9.4,9.3,Clear
2019-07-25,106.8,86.4,0.0,9.8,9.6,Clear
2019-07-26,100.8,82.7,0.0,7.8,9.6,Clear
2019-07-27,75.3,56.5,0.0,6.6,9.9,Clear
2019-07-28,103.4,87.0,0.0,7.5,9.9,Clear
2019-07-29,78.3,73.4,0.0,7.7,9.3,Clear
2019-07-30,70.0,65.7,0.0,18.3,10.0,Clear
2019-07-31,92.6,79.9,0.0,9.6,10.0,Clear
2019-08-01,81.2,60.2,0.0,18.8,10.0,Clear
2019-08-02,67.0,56.9,0.0,4.2,9.8,Clear
2019-08-03,76.0,67.2,0.0,4.9,9.9,Clear
2019-08-04,88.8,73.6,0.0,1.4,9.6,Clear
2019-08-05,95.1,85.3,0.0,9.4,9.9,Clear
2019-08-06,77.4,56.3,0.0,3.1,9.7,Clear
2019-08-07,75.8,69.7,0.0,13.6,9.5,Clear
2019-08-08,68.5,51.1,0.0,4.8,9.9,Clear
2019-08-09,88.3,82.3,0.0,28.3,10.0,Windy
2019-08-10,89.5,74.7,0.0,1.7,9.9,Clear
2019-08-11,67.3,56.6,0.0,11.2,9.7,Clear
2019-08-12,85.6,67.7,0.0,13.5,9.6,Clear
2019-08-13,96.6,76.7,0.0,5.4,10.0,Clear
2019-08-14,78.0,71.7,0.0,5.3,9.8,Clear
2019-08-15,72.2,55.0,0.02,8.9,9.9,Clear
2019-08-16,87.3,67.9,0.0,10.9,10.0,Clear
2019-08-17,70.3,57.3,0.0,12.6,9.6,Clear
2019-08-18,74.4,62.5,0.0,10.7,9.8,Clear
2019-08-19,66.5,56.3,0.0,14.3,9.3,Clear
2019-08-20,80.2,58.5,0.0,20.1,9.2,Windy
2019-08-21,73.3,54.1,0.04,12.3,9.9,Clear
2019-08-22,82.9,73.2,0.0,10.1,9.3,Clear
2019-08-23,54.2,40.9,0.0,0.6,9.8,Clear
2019-08-24,63.3,43.7,0.0,10.8,9.8,Clear
2019-08-25,64.3,58.2,0.11,5.7,8.7,Clear
2019-08-26,57.2,40.6,0.0,1.7,9.5,Clear
2019-08-27,77.3,58.9,0.19,1.0,9.6,Clear
2019-08-28,63.7,46.3,0.0,22.2,10.0,Windy
2019-08-29,72.1,60.2,0.0,19.5,9.9,Clear
2019-08-30,73.3,66.0,0.13,13.4,9.3,Clear
2019-08-31,78.3,57.5,0.0,3.9,9.8,Clear
2019-09-01,66.0,56.7,0.17,11.7,9.2,Clear
2019-09-02,76.0,56.1,0.0,5.7,9.9,Clear
2019-09-03,76.0,66.9,0.0,10.3,9.9,Clear
2019-09-04,76.5,61.6,0.0,11.4,9.5,Clear
2019-09-05,61.6,44.7,0.0,3.6,9.8,Clear
2019-09-06,81.6,63.9,0.0,2.8,9.9,Clear
2019-09-07,75.1,69.9,0.0,7.0,10.0,Clear
2019-09-08,69.7,51.2,0.0,10.2,9.9,Clear
2019-09-09,66.9,50.0,0.0,5.1,10.0,Clear
2019-09-10,55.5,41.4,0.0,3.7,10.0,Clear
2019-09-11,52.9,35.2,0.02,20.4,9.4,Windy
2019-09-12,51.3,31.1,0.0,21.8,9.9,Windy
2019-09-13,65.0,45.3,0.0,17.5,9.2,Clear
2019-09-14,74.8,65.3,0.0,14.6,9.7,Clear
2019-09-15,60.1,41.3,0.0,1.4,9.7,Clear
2019-09-16,42.5,26.8,0.0,7.6,10.0,Clear
2019-09-17,65.4,51.6,0.0,3.5,10.0,Clear
2019-09-18,69.5,47.3,0.17,2.1,9.1,Clear
2019-09-19,76.5,69.6,0.0,6.9,6.3,Clear
2019-09-20,64.1,52.5,0.0,4.0,9.5,Clear
2019-09-21,73.7,58.7,0.38,5.0,8.4,Clear
2019-09-22,55.7,44.5,0.0,7.0,9.8,Clear
2019-09-23,46.3,32.8,0.0,5.2,10.0,Clear
2019-09-24,66.0,49.9,0.0,3.5,9.6,Clear
2019-09-25,74.9,62.2,0.0,5.7,10.0,Clear
2019-09-26,45.9,28.1,0.0,0.7,9.7,Clear
2019-09-27,69.9,56.5,0.0,7.0,9.8,Clear
2019-09-28,65.0,55.5,0.0,6.8,9.9,Clear
2019-09-29,62.0,51.2,0.0,2.6,9.6,Clear
2019-09-30,54.8,41.2,0.0,17.0,10.0,Clear
2019-10-01,54.7,41.2,0.0,6.9,9.7,Clear
2019-10-02,53.7,30.3,0.0,5.9,9.8,Clear
2019-10-03,46.4,35.1,0.0,6.5,9.6,Clear
2019-10-04,64.6,52.6,0.0,28.3,9.8,Windy
2019-10-05,31.9,31.1,0.0,25.5,9.9,Windy
2019-10-06,47.7,33.5,0.0,2.2,9.9,Clear
2019-10-07,51.6,33.4,0.0,3.1,10.0,Clear
2019-10-08,51.9,41.4,0.0,30.7,10.0,Windy
2019-10-09,57.3,43.1,0.0,12.5,9.2,Clear
2019-10-10,23.4,14.6,0.0,16.2,9.3,Clear
2019-10-11,54.0,44.2,0.13,13.7,8.6,Clear
2019-10-12,59.7,45.9,0.44,5.1,8.5,Clear
2019-10-13,37.8,19.5,0.03,2.1,8.9,Clear
2019-10-14,42.9,28.3,0.0,10.0,9.8,Clear
2019-10-15,44.3,28.0,0.16,5.6,9.5,Clear
2019-10-16,48.0,26.6,0.0,4.9,9.4,Clear
2019-10-17,60.4,47.8,0.0,11.9,9.7,Clear
2019-10-18,51.3,38.7,0.0,14.4,10.0,Clear
2019-10-19,69.3,48.4,0.0,8.6,9.8,Clear
2019-10-20,42.2,37.4,0.0,30.8,9.8,Windy
2019-10-21,60.4,45.3,0.0,11.2,9.6,Clear
2019-10-22,34.5,24.9,0.0,10.9,10.0,Clear
2019-10-23,30.0,11.5,0.0,9.2,9.8,Clear
2019-10-24,34.5,19.0,0.0,12.7,9.7,Clear
2019-10-25,39.1,22.8,0.0,4.1,9.9,Clear
2019-10-26,29.7,11.3,0.0,10.1,9.9,Clear
2019-10-27,52.2,34.7,0.0,4.0,9.9,Clear
2019-10-28,48.0,32.9,0.0,17.4,9.9,Clear
2019-10-29,37.9,16.8,0.0,8.1,9.9,Clear
2019-10-30,68.3,54.8,0.16,0.8,9.5,Clear
2019-10-31,38.6,24.2,0.06,10.2,9.9,Clear
2019-11-01,44.8,39.6,0.0,4.4,9.9,Clear
2019-11-02,19.1,8.4,0.0,4.1,10.0,Clear
2019-11-03,53.5,40.6,0.0,2.2,10.0,Clear
2019-11-04,41.8,28.6,0.0,11.3,9.7,Clear
2019-11-05,44.7,31.1,0.02,4.0,8.5,Clear
2019-11-06,38.0,23.3,0.0,10.0,9.9,Clear
2019-11-07,47.8,26.4,0.0,15.3,10.0,Clear
2019-11-08,25.6,7.6,0.0,13.0,10.0,Clear
2019-11-09,28.7,21.0,0.0,4.1,10.0,Clear
2019-11-10,37.5,19.1,0.0,7.5,9.9,Clear
2019-11-11,28.3,14.7,0.0,5.2,9.9,Clear
2019-11-12,40.9,23.3,0.0,9.3,10.0,Clear
2019-11-13,29.0,12.0,0.0,5.6,9.9,Clear
2019-11-14,27.2,12.6,0.0,9.3,9.6,Clear
2019-11-15,30.0,-0.4,0.0,20.6,10.0,Windy
2019-11-16,43.6,37.0,0.01,12.7,9.9,Clear
2019-11-17,40.8,23.6,0.0,4.2,9.4,Clear
2019-11-18,25.8,8.5,0.18,4.3,9.1,Clear
2019-11-19,50.2,39.3,0.0,2.7,9.9,Clear
2019-11-20,31.3,21.1,0.15,5.8,9.5,Clear
2019-11-21,37.4,20.5,0.0,5.8,9.9,Clear
2019-11-22,36.0,25.2,0.43,5.4,7.9,Clear
2019-11-23,46.4,37.7,0.19,9.8,9.1,Clear
2019-11-24,49.5,33.0,0.0,2.9,9.7,Clear
2019-11-25,36.3,21.7,0.04,3.9,9.7,Clear
2019-11-26,53.9,34.4,0.0,5.7,9.6,Clear
2019-11-27,37.7,22.7,0.0,19.1,9.9,Clear
2019-11-28,18.2,-3.3,0.0,8.9,9.8,Clear
2019-11-29,24.6,13.3,0.0,2.3,9.6,Clear
2019-11-30,47.0,30.2,0.0,10.6,9.9,Clear
2019-12-01,17.7,2.9,0.05,12.0,9.7,Clear
2019-12-02,24.8,11.0,0.0,16.9,9.9,Clear
2019-12-03,24.4,12.1,0.0,20.0,9.9,Clear
2019-12-04,44.9,29.3,0.07,2.7,8.5,Clear
2019-12-05,39.8,22.0,0.0,24.0,9.8,Windy
2019-12-06,61.0,42.9,0.01,3.9,10.0,Clear
2019-12-07,6.7,-9.9,0.0,25.9,9.7,Windy
2019-12-08,26.4,13.6,0.0,3.5,9.8,Clear
2019-12-09,22.2,8.8,0.03,19.0,9.5,Clear
2019-12-10,24.9,9.8,0.0,29.7,10.0,Windy
2019-12-11,14.4,0.5,0.0,33.4,10.0,Windy
2019-12-12,17.9,-3.5,0.0,8.4,9.5,Clear
2019-12-13,32.5,13.0,0.0,31.9,9.7,Windy
2019-12-14,23.3,5.8,0.05,1.5,9.3,Clear
